time(us),amplitude
21624620, 0.86
21625484, 0.69
21626348, 0.48
21627204, 0.32
21628068, 0.22
21628924, 0.19
21629788, 0.19
21630652, 0.23
21631516, 0.31
21632380, 0.45
21633236, 0.60
21634092, 0.77
21634948, 0.98
21635808, 1.11
21636676, 1.19
21637540, 1.21
21638412, 1.20
21639268, 1.14
21640124, 1.06
21640984, 0.90
21641848, 0.75
21642708, 0.55
21643572, 0.36
21644436, 0.25
21645296, 0.19
21646156, 0.19
21647020, 0.22
21647884, 0.29
21648740, 0.40
21649596, 0.55
21650456, 0.71
21651316, 0.92
21652180, 1.08
21653040, 1.18
21653908, 1.22
21654772, 1.21
21655636, 1.16
21656500, 1.09
21657364, 0.94
21658228, 0.79
21659084, 0.62
21659948, 0.41
21660812, 0.27
21661668, 0.21
21662532, 0.19
21663396, 0.20
21664252, 0.26
21665116, 0.36
21665980, 0.51
21666840, 0.66
21667700, 0.85
21668560, 1.04
21669424, 1.15
21670292, 1.21
21671164, 1.21
21672028, 1.17
21672884, 1.11
21673748, 0.99
21674612, 0.84
21675468, 0.67
21676332, 0.46
21677196, 0.31
21678056, 0.22
21678920, 0.19
21679784, 0.19
21680644, 0.24
21681500, 0.32
21682364, 0.47
21683224, 0.62
21684080, 0.79
21684944, 1.00
21685804, 1.13
21686676, 1.20
21687540, 1.22
21688404, 1.19
21689260, 1.13
21690124, 1.03
21690988, 0.88
21691844, 0.72
21692708, 0.53
21693572, 0.35
21694428, 0.24
21695296, 0.19
21696160, 0.19
21697020, 0.23
21697884, 0.30
21698748, 0.42
21699608, 0.57
21700464, 0.73
21701328, 0.95
21702192, 1.09
21703052, 1.18
21703916, 1.21
21704780, 1.21
21705644, 1.15
21706508, 1.07
21707372, 0.92
21708236, 0.77
21709100, 0.59
21709956, 0.39
21710812, 0.26
21711676, 0.20
21712540, 0.19
21713396, 0.21
21714260, 0.27
21715116, 0.37
21715980, 0.53
21716836, 0.68
21717700, 0.88
21718564, 1.06
21719420, 1.16
21720284, 1.21
21721148, 1.21
21722012, 1.17
21722876, 1.09
21723740, 0.97
21724596, 0.82
21725460, 0.65
21726316, 0.44
21727176, 0.30
21728040, 0.22
21728904, 0.19
21729764, 0.20
21730628, 0.25
21731484, 0.33
21732344, 0.48
21733204, 0.64
21734068, 0.82
21734932, 1.02
21735796, 1.14
21736660, 1.20
21737516, 1.22
21738380, 1.19
21739244, 1.12
21740108, 1.02
21740972, 0.87
21741836, 0.70
21742696, 0.50
21743552, 0.34
21744416, 0.23
21745280, 0.19
21746140, 0.19
21747004, 0.23
21747868, 0.30
21748724, 0.44
21749588, 0.59
21750452, 0.76
21751316, 0.97
21752180, 1.11
21753060, 1.19
21753916, 1.22
21754780, 1.20
21755644, 1.14
21756508, 1.06
21757364, 0.90
21758228, 0.75
21759088, 0.56
21759944, 0.37
21760812, 0.25
21761676, 0.19
21762532, 0.19
21763392, 0.22
21764252, 0.28
21765108, 0.40
21765972, 0.55
21766836, 0.70
21767700, 0.91
21768556, 1.08
21769412, 1.17
21770268, 1.21
21771124, 1.21
21771988, 1.16
21772852, 1.09
21773708, 0.96
21774564, 0.81
21775420, 0.64
21776276, 0.43
21777140, 0.29
21778004, 0.21
21778860, 0.19
21779720, 0.20
21780576, 0.26
21781432, 0.34
21782296, 0.49
21783160, 0.65
21784020, 0.84
21784876, 1.03
21785740, 1.15
21786596, 1.21
21787460, 1.22
21788324, 1.19
21789188, 1.12
21790052, 1.01
21790916, 0.85
21791772, 0.70
21792628, 0.49
21793492, 0.33
21794356, 0.22
21795220, 0.18
21796076, 0.19
21796932, 0.23
21797792, 0.31
21798656, 0.45
21799516, 0.60
21800380, 0.77
21801244, 0.98
21802100, 1.11
21802964, 1.19
21803828, 1.21
21804692, 1.20
21805556, 1.14
21806420, 1.05
21807276, 0.90
21808140, 0.75
21808996, 0.56
21809860, 0.36
21810724, 0.25
21811588, 0.20
21812452, 0.19
21813308, 0.22
21814164, 0.28
21815028, 0.40
21815892, 0.56
21816756, 0.71
21817620, 0.92
21818476, 1.08
21819332, 1.17
21820196, 1.22
21821060, 1.21
21821924, 1.16
21822788, 1.09
21823644, 0.95
21824504, 0.80
21825364, 0.62
21826228, 0.41
21827092, 0.28
21827948, 0.21
21828812, 0.19
21829668, 0.20
21830528, 0.26
21831388, 0.35
21832252, 0.51
21833116, 0.65
21833980, 0.85
21834836, 1.04
21835692, 1.15
21836556, 1.21
21837420, 1.21
21838292, 1.18
21839156, 1.10
21840020, 0.99
21840876, 0.85
21841740, 0.68
21842604, 0.47
21843464, 0.31
21844324, 0.22
21845188, 0.19
21846048, 0.19
21846904, 0.24
21847768, 0.31
21848632, 0.46
21849492, 0.61
21850356, 0.79
21851212, 1.00
21852072, 1.12
21852940, 1.20
21853804, 1.21
21854676, 1.20
21855540, 1.13
21856412, 1.04
21857268, 0.88
21858132, 0.73
21858996, 0.53
21859860, 0.35
21860724, 0.24
21861588, 0.19
21862448, 0.19
21863304, 0.22
21864168, 0.30
21865032, 0.42
21865892, 0.57
21866756, 0.73
21867612, 0.94
21868468, 1.09
21869332, 1.18
21870196, 1.21
21871068, 1.21
21871940, 1.15
21872804, 1.08
21873660, 0.93
21874524, 0.77
21875388, 0.59
21876252, 0.39
21877108, 0.26
21877972, 0.20
21878832, 0.19
21879688, 0.21
21880552, 0.27
21881416, 0.37
21882276, 0.53
21883140, 0.68
21883996, 0.88
21884856, 1.06
21885716, 1.16
21886588, 1.21
21887460, 1.21
21888332, 1.17
21889196, 1.10
21890060, 0.97
21890916, 0.82
21891780, 0.65
21892644, 0.43
21893508, 0.29
21894364, 0.21
21895224, 0.19
21896080, 0.20
21896944, 0.25
21897808, 0.34
21898668, 0.48
21899524, 0.64
21900384, 0.82
21901240, 1.02
21902100, 1.14
21902972, 1.20
21903836, 1.21
21904716, 1.19
21905580, 1.12
21906448, 1.01
21907308, 0.86
21908172, 0.70
21909036, 0.49
21909900, 0.33
21910764, 0.22
21911624, 0.19
21912484, 0.19
21913348, 0.23
21914212, 0.31
21915076, 0.44
21915932, 0.60
21916792, 0.77
21917648, 0.98
21918512, 1.11
21919380, 1.19
21920244, 1.22
21921108, 1.20
21921972, 1.14
21922832, 1.05
21923692, 0.90
21924552, 0.75
21925416, 0.56
21926276, 0.36
21927140, 0.25
21928000, 0.19
21928856, 0.19
21929720, 0.22
21930584, 0.28
21931444, 0.40
21932300, 0.55
21933160, 0.71
21934020, 0.92
21934884, 1.08
21935744, 1.18
21936612, 1.21
21937484, 1.21
21938356, 1.16
21939220, 1.09
21940076, 0.95
21940940, 0.79
21941804, 0.62
21942668, 0.41
21943532, 0.28
21944392, 0.21
21945248, 0.19
21946112, 0.20
21946976, 0.26
21947836, 0.36
21948700, 0.51
21949556, 0.66
21950416, 0.86
21951280, 1.05
21952144, 1.16
21953012, 1.21
21953884, 1.21
21954756, 1.18
21955612, 1.11
21956476, 0.99
21957340, 0.83
21958204, 0.67
21959068, 0.45
21959932, 0.31
21960792, 0.22
21961648, 0.19
21962512, 0.19
21963376, 0.24
21964236, 0.32
21965100, 0.47
21965956, 0.62
21966812, 0.80
21967676, 1.01
21968540, 1.13
21969412, 1.20
21970276, 1.21
21971148, 1.19
21972012, 1.13
21972876, 1.03
21973740, 0.87
21974604, 0.71
21975468, 0.51
21976332, 0.34
21977188, 0.23
21978048, 0.19
21978912, 0.19
21979776, 0.23
21980636, 0.30
21981500, 0.43
21982364, 0.58
21983220, 0.75
21984084, 0.96
21984948, 1.10
21985812, 1.19
21986676, 1.21
21987548, 1.20
21988404, 1.14
21989268, 1.07
21990132, 0.91
21990996, 0.76
21991860, 0.58
21992724, 0.38
21993580, 0.26
21994440, 0.20
21995304, 0.19
21996172, 0.21
21997036, 0.28
21997900, 0.39
21998764, 0.54
21999628, 0.70
22000484, 0.90
22001348, 1.07
22002212, 1.17
22003076, 1.21
22003956, 1.21
22004820, 1.16
22005676, 1.09
22006540, 0.95
22007404, 0.80
22008260, 0.63
22009124, 0.42
22009988, 0.28
22010844, 0.21
22011712, 0.19
22012576, 0.20
22013436, 0.26
22014300, 0.35
22015164, 0.50
22016024, 0.65
22016880, 0.85
22017740, 1.04
22018604, 1.15
22019468, 1.21
22020340, 1.21
22021204, 1.18
22022060, 1.11
22022924, 1.00
22023788, 0.84
22024644, 0.68
22025508, 0.47
22026372, 0.32
22027228, 0.22
22028092, 0.19
22028956, 0.19
22029812, 0.24
22030676, 0.31
22031540, 0.46
22032404, 0.61
22033260, 0.78
22034124, 0.99
22034988, 1.12
22035868, 1.20
22036732, 1.21
22037596, 1.20
22038452, 1.13
22039316, 1.04
22040180, 0.89
22041036, 0.73
22041900, 0.54
22042764, 0.35
22043620, 0.24
22044484, 0.19
22045348, 0.19
22046212, 0.22
22047076, 0.29
22047932, 0.42
22048792, 0.57
22049648, 0.72
22050512, 0.94
22051376, 1.09
22052236, 1.18
22053100, 1.22
22053964, 1.21
22054828, 1.15
22055692, 1.08
22056556, 0.93
22057420, 0.78
22058284, 0.60
22059148, 0.39
22060008, 0.27
22060872, 0.20
22061736, 0.19
22062596, 0.21
22063460, 0.27
22064324, 0.37
22065180, 0.52
22066040, 0.68
22066904, 0.87
22067768, 1.06
22068628, 1.16
22069492, 1.21
22070356, 1.21
22071220, 1.17
22072084, 1.10
22072948, 0.97
22073812, 0.82
22074676, 0.65
22075540, 0.44
22076396, 0.30
22077264, 0.22
22078128, 0.19
22078992, 0.20
22079852, 0.25
22080716, 0.33
22081572, 0.48
22082432, 0.64
22083292, 0.82
22084156, 1.02
22085020, 1.14
22085884, 1.20
22086740, 1.21
22087604, 1.19
22088468, 1.12
22089332, 1.02
22090196, 0.87
22091060, 0.70
22091924, 0.50
22092780, 0.33
22093648, 0.23
22094512, 0.19
22095376, 0.19
22096236, 0.23
22097100, 0.30
22097960, 0.43
22098816, 0.59
22099676, 0.76
22100540, 0.97
22101404, 1.11
22102284, 1.19
22103148, 1.21
22104012, 1.20
22104876, 1.14
22105740, 1.06
22106596, 0.90
22107460, 0.75
22108324, 0.56
22109180, 0.37
22110048, 0.25
22110912, 0.19
22111776, 0.19
22112636, 0.22
22113500, 0.28
22114360, 0.40
22115216, 0.55
22116080, 0.71
22116948, 0.91
22117812, 1.08
22118676, 1.18
22119532, 1.21
22120396, 1.21
22121260, 1.16
22122124, 1.09
22122980, 0.95
22123836, 0.80
22124700, 0.62
22125556, 0.42
22126420, 0.28
22127284, 0.21
22128148, 0.19
22129008, 0.20
22129864, 0.26
22130720, 0.35
22131576, 0.50
22132440, 0.65
22133304, 0.85
22134164, 1.04
22135020, 1.15
22135884, 1.21
22136748, 1.21
22137612, 1.18
22138476, 1.11
22139356, 1.00
22140220, 0.84
22141076, 0.68
22141936, 0.47
22142800, 0.31
22143664, 0.22
22144528, 0.19
22145388, 0.19
22146248, 0.24
22147104, 0.31
22147964, 0.46
22148828, 0.61
22149692, 0.79
22150556, 1.00
22151420, 1.12
22152284, 1.20
22153140, 1.21
22154004, 1.20
22154868, 1.13
22155740, 1.04
22156596, 0.88
22157460, 0.73
22158316, 0.54
22159180, 0.35
22160048, 0.24
22160908, 0.19
22161772, 0.19
22162632, 0.22
22163488, 0.29
22164344, 0.41
22165208, 0.57
22166072, 0.73
22166932, 0.94
22167796, 1.09
22168652, 1.18
22169516, 1.21
22170388, 1.21
22171252, 1.15
22172116, 1.08
22172972, 0.93
22173836, 0.78
22174692, 0.60
22175560, 0.40
22176420, 0.26
22177284, 0.20
22178144, 0.18
22179004, 0.21
22179864, 0.27
22180724, 0.37
22181584, 0.52
22182452, 0.68
22183308, 0.87
22184172, 1.06
22185028, 1.16
22185884, 1.21
22186748, 1.21
22187612, 1.17
22188476, 1.10
22189340, 0.97
22190200, 0.83
22191056, 0.66
22191920, 0.45
22192784, 0.30
22193644, 0.22
22194508, 0.18
22195372, 0.19
22196236, 0.25
22197096, 0.33
22197960, 0.48
22198824, 0.63
22199684, 0.81
22200548, 1.01
22201404, 1.14
22202268, 1.20
22203132, 1.21
22203996, 1.19
22204860, 1.12
22205732, 1.02
22206596, 0.87
22207452, 0.71
22208316, 0.50
22209180, 0.34
22210044, 0.23
22210908, 0.19
22211772, 0.19
22212632, 0.23
22213492, 0.30
22214356, 0.43
22215220, 0.58
22216084, 0.75
22216948, 0.97
22217804, 1.11
22218668, 1.19
22219532, 1.21
22220404, 1.20
22221268, 1.14
22222132, 1.06
22222988, 0.90
22223844, 0.76
22224708, 0.57
22225572, 0.37
22226436, 0.25
22227300, 0.20
22228164, 0.19
22229024, 0.22
22229880, 0.28
22230744, 0.39
22231608, 0.55
22232468, 0.70
22233332, 0.91
22234192, 1.07
22235048, 1.17
22235916, 1.21
22236788, 1.21
22237668, 1.16
22238532, 1.09
22239396, 0.94
22240260, 0.80
22241120, 0.63
22241984, 0.41
22242848, 0.28
22243708, 0.21
22244572, 0.19
22245432, 0.20
22246288, 0.26
22247152, 0.35
22248016, 0.50
22248876, 0.66
22249740, 0.85
22250596, 1.04
22251456, 1.15
22252324, 1.21
22253188, 1.21
22254060, 1.18
22254924, 1.11
22255804, 0.99
22256664, 0.83
22257524, 0.67
22258388, 0.46
22259252, 0.31
22260116, 0.22
22260980, 0.19
22261840, 0.19
22262696, 0.25
22263564, 0.32
22264428, 0.47
22265292, 0.62
22266156, 0.80
22267020, 1.01
22267876, 1.13
22268748, 1.20
22269612, 1.21
22270484, 1.19
22271348, 1.12
22272228, 1.03
22273084, 0.87
22273940, 0.72
22274804, 0.52
22275668, 0.34
22276532, 0.23
22277396, 0.19
22278256, 0.19
22279116, 0.23
22279980, 0.30
22280844, 0.43
22281708, 0.58
22282572, 0.75
22283436, 0.96
22284300, 1.10
22285156, 1.19
22286020, 1.21
22286884, 1.20
22287748, 1.15
22288612, 1.07
22289468, 0.91
22290324, 0.76
22291188, 0.58
22292052, 0.38
22292916, 0.26
22293780, 0.20
22294640, 0.19
22295496, 0.21
22296360, 0.28
22297224, 0.38
22298084, 0.54
22298948, 0.69
22299804, 0.89
22300664, 1.07
22301524, 1.17
22302396, 1.22
22303260, 1.21
22304132, 1.16
22304996, 1.09
22305852, 0.95
22306712, 0.81
22307572, 0.64
22308440, 0.43
22309300, 0.29
22310156, 0.21
22311016, 0.19
22311876, 0.20
22312740, 0.26
22313604, 0.34
22314468, 0.49
22315332, 0.65
22316196, 0.84
22317052, 1.03
22317916, 1.15
22318788, 1.21
22319660, 1.21
22320532, 1.18
22321396, 1.11
22322260, 1.00
22323120, 0.85
22323984, 0.69
22324848, 0.48
22325708, 0.32
22326572, 0.22
22327436, 0.19
22328296, 0.19
22329160, 0.24
22330024, 0.32
22330884, 0.45
22331748, 0.61
22332612, 0.78
22333472, 0.99
22334328, 1.12
22335196, 1.19
22336060, 1.21
22336932, 1.20
22337796, 1.13
22338660, 1.05
22339516, 0.89
22340380, 0.73
22341244, 0.54
22342108, 0.35
22342972, 0.24
22343836, 0.19
22344696, 0.19
22345560, 0.22
22346424, 0.29
22347288, 0.42
22348148, 0.57
22349012, 0.73
22349868, 0.94
22350728, 1.09
22351588, 1.18
22352452, 1.21
22353332, 1.21
22354204, 1.15
22355068, 1.08
22355924, 0.93
22356788, 0.77
22357652, 0.59
22358516, 0.39
22359380, 0.27
22360244, 0.20
22361108, 0.19
22361968, 0.21
22362832, 0.27
22363700, 0.38
22364556, 0.53
22365420, 0.68
22366280, 0.88
22367136, 1.06
22368000, 1.16
22368868, 1.21
22369740, 1.21
22370604, 1.17
22371468, 1.09
22372324, 0.97
22373188, 0.82
22374052, 0.65
22374916, 0.43
22375780, 0.29
22376636, 0.21
22377496, 0.19
22378356, 0.20
22379220, 0.25
22380084, 0.34
22380948, 0.49
22381804, 0.64
22382664, 0.82
22383524, 1.02
22384388, 1.14
22385252, 1.21
22386124, 1.21
22386996, 1.18
22387860, 1.12
22388724, 1.01
22389588, 0.86
22390452, 0.70
22391316, 0.49
22392180, 0.33
22393044, 0.22
22393904, 0.19
22394764, 0.19
22395628, 0.23
22396492, 0.31
22397356, 0.44
22398220, 0.60
22399080, 0.77
22399940, 0.98
22400804, 1.12
22401668, 1.19
22402532, 1.21
22403404, 1.20
22404268, 1.13
22405136, 1.05
22405992, 0.89
22406856, 0.74
22407716, 0.55
22408580, 0.36
22409444, 0.24
22410300, 0.19
22411160, 0.19
22412024, 0.22
22412888, 0.29
22413748, 0.40
22414604, 0.55
22415460, 0.71
22416320, 0.92
22417180, 1.09
22418044, 1.18
22418908, 1.21
22419780, 1.21
22420652, 1.16
22421512, 1.09
22422372, 0.94
22423236, 0.79
22424100, 0.62
22424964, 0.40
22425820, 0.27
22426680, 0.21
22427536, 0.18
22428400, 0.20
22429260, 0.27
22430124, 0.36
22430988, 0.51
22431844, 0.66
22432704, 0.86
22433564, 1.05
22434428, 1.16
22435292, 1.21
22436156, 1.21
22437020, 1.17
22437876, 1.11
22438748, 0.98
22439612, 0.84
22440476, 0.67
22441332, 0.46
22442196, 0.31
22443052, 0.22
22443912, 0.19
22444776, 0.19
22445644, 0.24
22446500, 0.32
22447364, 0.47
22448220, 0.62
22449076, 0.80
22449940, 1.00
22450800, 1.13
22451676, 1.20
22452540, 1.22
22453404, 1.19
22454260, 1.13
22455124, 1.03
22455988, 0.88
22456852, 0.72
22457716, 0.52
22458580, 0.34
22459436, 0.23
22460296, 0.19
22461160, 0.19
22462024, 0.22
22462884, 0.29
22463740, 0.43
22464600, 0.57
22465456, 0.73
22466320, 0.95
22467180, 1.09
22468044, 1.18
22468908, 1.22
22469772, 1.21
22470636, 1.15
22471500, 1.07
22472364, 0.92
22473228, 0.77
22474092, 0.59
22474948, 0.39
22475808, 0.26
22476664, 0.20
22477532, 0.19
22478396, 0.21
22479260, 0.27
22480124, 0.38
22480980, 0.53
22481836, 0.68
22482700, 0.89
22483564, 1.06
22484420, 1.16
22485284, 1.21
22486156, 1.21
22487020, 1.17
22487884, 1.10
22488748, 0.96
22489612, 0.82
22490468, 0.65
22491332, 0.43
22492188, 0.29
22493048, 0.22
22493912, 0.19
22494776, 0.20
22495636, 0.25
22496500, 0.33
22497356, 0.48
22498216, 0.64
22499080, 0.82
22499940, 1.02
22500804, 1.14
22501668, 1.20
22502532, 1.21
22503396, 1.19
22504260, 1.12
22505124, 1.01
22505988, 0.86
22506852, 0.70
22507716, 0.49
22508576, 0.33
22509432, 0.23
22510300, 0.19
22511164, 0.19
22512028, 0.23
22512892, 0.31
22513748, 0.44
22514608, 0.60
22515472, 0.76
22516336, 0.98
22517196, 1.11
22518076, 1.19
22518940, 1.22
22519804, 1.20
22520668, 1.14
22521532, 1.06
22522396, 0.90
22523260, 0.74
22524124, 0.55
22524984, 0.36
22525840, 0.25
22526708, 0.19
22527572, 0.19
22528436, 0.22
22529292, 0.29
22530148, 0.41
22531004, 0.55
22531868, 0.71
22532732, 0.92
22533596, 1.08
22534452, 1.17
22535316, 1.22
22536172, 1.21
22537036, 1.16
22537900, 1.09
22538764, 0.94
22539620, 0.79
22540476, 0.62
22541336, 0.41
22542196, 0.28
22543060, 0.21
22543924, 0.19
22544784, 0.20
22545644, 0.26
22546500, 0.35
22547356, 0.50
22548220, 0.66
22549084, 0.86
22549940, 1.04
22550796, 1.15
22551660, 1.21
22552524, 1.21
22553388, 1.18
22554252, 1.11
22555124, 0.99
22555980, 0.84
22556844, 0.68
22557708, 0.47
22558564, 0.31
22559428, 0.22
22560292, 0.19
22561148, 0.19
22562004, 0.24
22562860, 0.31
22563720, 0.45
22564580, 0.61
22565444, 0.78
22566300, 0.99
22567164, 1.12
22568028, 1.19
22568884, 1.21
22569748, 1.20
22570612, 1.13
22571484, 1.04
22572340, 0.88
22573196, 0.73
22574052, 0.54
22574916, 0.36
22575780, 0.24
22576644, 0.19
22577500, 0.19
22578364, 0.22
22579224, 0.29
22580080, 0.41
22580944, 0.56
22581804, 0.72
22582668, 0.93
22583532, 1.09
22584388, 1.18
22585244, 1.22
22586108, 1.21
22586972, 1.16
22587836, 1.08
22588692, 0.94
22589552, 0.79
22590408, 0.62
22591272, 0.40
22592136, 0.27
22592996, 0.20
22593856, 0.19
22594716, 0.21
22595572, 0.27
22596436, 0.36
22597300, 0.51
22598164, 0.66
22599028, 0.86
22599892, 1.05
22600748, 1.16
22601612, 1.21
22602476, 1.21
22603340, 1.18
22604204, 1.10
22605068, 0.98
22605924, 0.84
22606780, 0.67
22607644, 0.46
22608508, 0.31
22609372, 0.22
22610236, 0.19
22611092, 0.19
22611952, 0.24
22612816, 0.32
22613676, 0.47
22614540, 0.62
22615404, 0.80
22616260, 1.01
22617116, 1.13
22617980, 1.20
22618844, 1.22
22619708, 1.19
22620572, 1.13
22621444, 1.03
22622300, 0.87
22623160, 0.72
22624020, 0.52
22624884, 0.34
22625748, 0.23
22626612, 0.19
22627472, 0.19
22628328, 0.23
22629192, 0.30
22630056, 0.43
22630920, 0.58
22631780, 0.74
22632644, 0.95
22633500, 1.09
22634356, 1.19
22635220, 1.22
22636084, 1.20
22636948, 1.15
22637812, 1.07
22638668, 0.92
22639528, 0.77
22640388, 0.59
22641252, 0.39
22642116, 0.26
22642980, 0.20
22643844, 0.19
22644700, 0.21
22645564, 0.27
22646428, 0.38
22647292, 0.53
22648156, 0.68
22649020, 0.89
22649880, 1.07
22650736, 1.17
22651604, 1.21
22652468, 1.22
22653332, 1.17
22654196, 1.10
22655060, 0.96
22655916, 0.82
22656784, 0.65
22657644, 0.43
22658508, 0.29
22659364, 0.21
22660228, 0.19
22661088, 0.19
22661948, 0.25
22662812, 0.33
22663676, 0.49
22664540, 0.64
22665404, 0.83
22666264, 1.03
22667120, 1.14
22667988, 1.20
22668852, 1.21
22669724, 1.19
22670588, 1.12
22671452, 1.01
22672308, 0.86
22673172, 0.70
22674036, 0.49
22674896, 0.33
22675756, 0.23
22676620, 0.19
22677480, 0.19
22678344, 0.24
22679208, 0.31
22680068, 0.44
22680924, 0.60
22681788, 0.77
22682648, 0.98
22683504, 1.11
22684372, 1.19
22685236, 1.21
22686108, 1.20
22686972, 1.14
22687828, 1.06
22688684, 0.90
22689548, 0.75
22690412, 0.55
22691276, 0.36
22692140, 0.25
22693004, 0.20
22693864, 0.19
22694728, 0.22
22695592, 0.28
22696452, 0.40
22697316, 0.55
22698180, 0.71
22699036, 0.92
22699896, 1.08
22700756, 1.17
22701628, 1.21
22702500, 1.21
22703372, 1.15
22704236, 1.09
22705092, 0.94
22705956, 0.79
22706820, 0.61
22707684, 0.40
22708540, 0.27
22709404, 0.21
22710264, 0.19
22711128, 0.20
22711992, 0.27
22712860, 0.36
22713724, 0.52
22714588, 0.67
22715448, 0.87
22716304, 1.05
22717168, 1.16
22718036, 1.21
22718916, 1.22
22719780, 1.17
22720644, 1.10
22721500, 0.98
22722364, 0.83
22723228, 0.66
22724092, 0.45
22724948, 0.30
22725812, 0.22
22726676, 0.19
22727536, 0.19
22728400, 0.25
22729264, 0.33
22730124, 0.47
22730988, 0.63
22731848, 0.81
22732704, 1.01
22733568, 1.13
22734436, 1.20
22735300, 1.21
22736172, 1.19
22737036, 1.12
22737900, 1.02
22738764, 0.87
22739628, 0.71
22740492, 0.51
22741356, 0.33
22742220, 0.23
22743080, 0.19
22743936, 0.19
22744804, 0.23
22745664, 0.30
22746524, 0.43
22747388, 0.59
22748244, 0.75
22749100, 0.96
22749964, 1.10
22750828, 1.19
22751692, 1.21
22752572, 1.20
22753436, 1.14
22754292, 1.07
22755156, 0.91
22756020, 0.76
22756884, 0.57
22757748, 0.37
22758612, 0.25
22759468, 0.19
22760328, 0.19
22761192, 0.22
22762056, 0.28
22762916, 0.39
22763780, 0.55
22764636, 0.70
22765496, 0.90
22766360, 1.07
22767220, 1.17
22768092, 1.21
22768964, 1.21
22769828, 1.16
22770696, 1.09
22771556, 0.95
22772420, 0.80
22773284, 0.63
22774148, 0.42
22775012, 0.28
22775872, 0.21
22776728, 0.19
22777592, 0.20
22778460, 0.26
22779324, 0.35
22780188, 0.51
22781044, 0.66
22781904, 0.85
22782768, 1.04
22783628, 1.15
22784500, 1.21
22785372, 1.22
22786236, 1.18
22787096, 1.11
22787956, 0.99
22788820, 0.85
22789684, 0.67
22790548, 0.47
22791412, 0.31
22792272, 0.22
22793128, 0.19
22793992, 0.19
22794860, 0.24
22795716, 0.32
22796580, 0.46
22797444, 0.61
22798300, 0.79
22799164, 1.00
22800028, 1.13
22800900, 1.20
22801764, 1.21
22802636, 1.19
22803492, 1.13
22804356, 1.03
22805220, 0.88
22806084, 0.73
22806948, 0.53
22807812, 0.35
22808672, 0.24
22809528, 0.19
22810396, 0.19
22811260, 0.22
22812116, 0.29
22812980, 0.43
22813844, 0.58
22814700, 0.74
22815568, 0.95
22816428, 1.10
22817292, 1.18
22818156, 1.21
22819028, 1.21
22819892, 1.15
22820748, 1.08
22821612, 0.92
22822476, 0.77
22823340, 0.59
22824204, 0.39
22825060, 0.26
22825920, 0.20
22826784, 0.19
22827648, 0.21
22828508, 0.27
22829372, 0.38
22830236, 0.53
22831092, 0.68
22831956, 0.89
22832824, 1.06
22833684, 1.17
22834556, 1.21
22835436, 1.21
22836300, 1.17
22837164, 1.09
22838028, 0.96
22838892, 0.81
22839756, 0.64
22840620, 0.43
22841484, 0.29
22842344, 0.21
22843208, 0.19
22844072, 0.20
22844932, 0.26
22845796, 0.34
22846660, 0.50
22847520, 0.65
22848376, 0.83
22849240, 1.03
22850100, 1.15
22850972, 1.21
22851844, 1.21
22852708, 1.18
22853564, 1.11
22854436, 1.00
22855300, 0.85
22856164, 0.69
22857020, 0.48
22857884, 0.32
22858740, 0.22
22859608, 0.19
22860472, 0.19
22861336, 0.23
22862196, 0.31
22863060, 0.45
22863916, 0.61
22864776, 0.78
22865640, 0.99
22866504, 1.12
22867372, 1.20
22868236, 1.21
22869100, 1.20
22869964, 1.13
22870828, 1.04
