time(us),amplitude
13786820, 1.12
13787684, 1.14
13788548, 1.14
13789412, 1.09
13790268, 1.02
13791124, 0.89
13791988, 0.76
13792852, 0.60
13793708, 0.43
13794572, 0.31
13795428, 0.26
13796284, 0.25
13797148, 0.28
13798012, 0.33
13798876, 0.42
13799740, 0.55
13800604, 0.68
13801460, 0.86
13802324, 1.02
13803188, 1.11
13804060, 1.15
13804924, 1.14
13805788, 1.10
13806644, 1.04
13807500, 0.93
13808364, 0.80
13809228, 0.66
13810084, 0.47
13810940, 0.34
13811800, 0.27
13812656, 0.25
13813520, 0.26
13814384, 0.32
13815244, 0.38
13816100, 0.51
13816964, 0.64
13817820, 0.80
13818684, 0.98
13819548, 1.09
13820404, 1.14
13821268, 1.14
13822132, 1.12
13822996, 1.06
13823852, 0.97
13824720, 0.85
13825580, 0.71
13826444, 0.53
13827308, 0.38
13828164, 0.29
13829020, 0.25
13829880, 0.26
13830744, 0.30
13831604, 0.36
13832468, 0.47
13833324, 0.60
13834180, 0.74
13835044, 0.93
13835908, 1.06
13836764, 1.12
13837636, 1.14
13838500, 1.13
13839368, 1.08
13840224, 1.01
13841088, 0.88
13841948, 0.75
13842812, 0.59
13843668, 0.41
13844524, 0.31
13845380, 0.26
13846244, 0.26
13847104, 0.28
13847964, 0.34
13848828, 0.43
13849684, 0.56
13850540, 0.69
13851404, 0.87
13852264, 1.03
13853124, 1.11
13853996, 1.14
13854860, 1.14
13855716, 1.10
13856580, 1.04
13857440, 0.92
13858300, 0.80
13859164, 0.65
13860028, 0.46
13860888, 0.34
13861744, 0.27
13862608, 0.25
13863472, 0.26
13864332, 0.32
13865196, 0.39
13866052, 0.52
13866908, 0.65
13867772, 0.81
13868636, 0.99
13869492, 1.09
13870356, 1.14
13871212, 1.14
13872076, 1.12
13872940, 1.06
13873804, 0.97
13874660, 0.84
13875524, 0.70
13876380, 0.52
13877236, 0.37
13878100, 0.29
13878964, 0.25
13879824, 0.26
13880684, 0.30
13881540, 0.36
13882400, 0.48
13883256, 0.61
13884120, 0.75
13884980, 0.94
13885844, 1.07
13886700, 1.13
13887564, 1.14
13888428, 1.13
13889292, 1.08
13890152, 1.01
13891012, 0.88
13891868, 0.75
13892724, 0.59
13893584, 0.41
13894444, 0.31
13895308, 0.26
13896172, 0.25
13897028, 0.28
13897884, 0.34
13898744, 0.43
13899608, 0.56
13900468, 0.70
13901332, 0.88
13902196, 1.03
13903060, 1.11
13903924, 1.14
13904788, 1.14
13905652, 1.09
13906516, 1.04
13907372, 0.91
13908236, 0.79
13909092, 0.65
13909952, 0.45
13910816, 0.33
13911680, 0.27
13912540, 0.25
13913404, 0.27
13914268, 0.32
13915128, 0.40
13915992, 0.53
13916856, 0.65
13917720, 0.82
13918580, 1.00
13919444, 1.09
13920300, 1.14
13921164, 1.14
13922028, 1.11
13922892, 1.05
13923748, 0.96
13924612, 0.83
13925468, 0.69
13926328, 0.50
13927192, 0.37
13928056, 0.28
13928916, 0.25
13929772, 0.26
13930628, 0.30
13931484, 0.36
13932348, 0.48
13933212, 0.61
13934076, 0.76
13934940, 0.95
13935796, 1.07
13936660, 1.12
13937516, 1.14
13938380, 1.13
13939244, 1.07
13940100, 1.00
13940964, 0.87
13941820, 0.74
13942676, 0.57
13943540, 0.40
13944404, 0.31
13945268, 0.25
13946132, 0.25
13946988, 0.29
13947844, 0.35
13948708, 0.44
13949572, 0.58
13950428, 0.71
13951292, 0.90
13952156, 1.04
13953012, 1.12
13953876, 1.14
13954740, 1.14
13955604, 1.09
13956460, 1.03
13957324, 0.91
13958180, 0.78
13959036, 0.63
13959900, 0.44
13960764, 0.33
13961628, 0.27
13962484, 0.25
13963340, 0.27
13964196, 0.33
13965060, 0.40
13965924, 0.53
13966788, 0.66
13967652, 0.83
13968516, 1.01
13969372, 1.10
13970236, 1.14
13971100, 1.14
13971964, 1.11
13972836, 1.05
13973692, 0.95
13974552, 0.83
13975412, 0.68
13976276, 0.49
13977140, 0.36
13978004, 0.28
13978860, 0.25
13979716, 0.26
13980572, 0.31
13981436, 0.37
13982300, 0.50
13983164, 0.62
13984028, 0.78
13984884, 0.96
13985740, 1.08
13986604, 1.13
13987468, 1.14
13988332, 1.12
13989204, 1.07
13990060, 1.00
13990924, 0.86
13991780, 0.73
13992644, 0.56
13993508, 0.39
13994372, 0.29
13995228, 0.26
13996088, 0.26
13996944, 0.29
13997808, 0.35
13998672, 0.45
13999532, 0.59
14000396, 0.72
14001252, 0.91
14002108, 1.05
14002972, 1.12
14003836, 1.14
14004700, 1.14
14005564, 1.09
14006420, 1.03
14007276, 0.90
14008140, 0.78
14009004, 0.62
14009868, 0.43
14010732, 0.32
14011596, 0.26
14012452, 0.25
14013312, 0.27
14014176, 0.33
14015040, 0.41
14015900, 0.55
14016764, 0.68
14017620, 0.85
14018476, 1.01
14019340, 1.10
14020204, 1.14
14021068, 1.14
14021932, 1.10
14022796, 1.05
14023652, 0.93
14024516, 0.81
14025380, 0.67
14026244, 0.48
14027100, 0.35
14027964, 0.28
14028824, 0.25
14029680, 0.26
14030544, 0.32
14031404, 0.38
14032268, 0.50
14033124, 0.63
14033980, 0.79
14034836, 0.97
14035700, 1.08
14036564, 1.14
14037428, 1.14
14038292, 1.12
14039156, 1.07
14040012, 0.98
14040876, 0.85
14041740, 0.72
14042604, 0.54
14043468, 0.38
14044324, 0.29
14045180, 0.25
14046044, 0.26
14046908, 0.30
14047772, 0.36
14048636, 0.47
14049500, 0.60
14050356, 0.74
14051216, 0.92
14052076, 1.06
14052940, 1.12
14053812, 1.14
14054676, 1.13
14055540, 1.08
14056396, 1.02
14057260, 0.88
14058124, 0.76
14058988, 0.60
14059852, 0.42
14060716, 0.31
14061580, 0.26
14062440, 0.25
14063300, 0.28
14064168, 0.34
14065028, 0.43
14065892, 0.56
14066748, 0.69
14067608, 0.87
14068472, 1.02
14069336, 1.11
14070212, 1.14
14071076, 1.14
14071940, 1.09
14072796, 1.04
14073664, 0.92
14074528, 0.80
14075388, 0.65
14076252, 0.45
14077116, 0.33
14077976, 0.27
14078836, 0.25
14079700, 0.27
14080568, 0.32
14081428, 0.40
14082292, 0.52
14083148, 0.65
14084004, 0.83
14084868, 0.99
14085728, 1.09
14086588, 1.14
14087452, 1.14
14088316, 1.11
14089180, 1.05
14090040, 0.96
14090904, 0.83
14091764, 0.70
14092620, 0.51
14093484, 0.37
14094348, 0.28
14095204, 0.26
14096064, 0.26
14096924, 0.30
14097788, 0.37
14098652, 0.48
14099508, 0.61
14100364, 0.76
14101228, 0.95
14102088, 1.07
14102948, 1.13
14103820, 1.14
14104676, 1.13
14105540, 1.08
14106404, 1.00
14107264, 0.87
14108124, 0.74
14108988, 0.58
14109844, 0.40
14110700, 0.31
14111564, 0.26
14112428, 0.25
14113288, 0.29
14114148, 0.35
14115012, 0.44
14115868, 0.57
14116724, 0.70
14117588, 0.89
14118452, 1.04
14119308, 1.11
14120180, 1.14
14121036, 1.14
14121892, 1.09
14122752, 1.04
14123616, 0.91
14124476, 0.78
14125340, 0.64
14126196, 0.44
14127056, 0.33
14127920, 0.27
14128784, 0.26
14129644, 0.27
14130508, 0.33
14131372, 0.40
14132232, 0.53
14133092, 0.66
14133956, 0.83
14134820, 1.00
14135676, 1.09
14136532, 1.14
14137388, 1.14
14138244, 1.11
14139108, 1.05
14139968, 0.95
14140828, 0.83
14141692, 0.69
14142548, 0.50
14143404, 0.36
14144268, 0.28
14145128, 0.25
14145988, 0.26
14146844, 0.31
14147700, 0.37
14148556, 0.48
14149420, 0.61
14150284, 0.76
14151148, 0.95
14152012, 1.07
14152868, 1.13
14153736, 1.14
14154596, 1.13
14155460, 1.07
14156324, 1.00
14157188, 0.87
14158052, 0.73
14158908, 0.57
14159768, 0.40
14160632, 0.30
14161492, 0.26
14162356, 0.26
14163220, 0.29
14164076, 0.35
14164932, 0.45
14165796, 0.58
14166656, 0.71
14167524, 0.90
14168380, 1.04
14169244, 1.11
14170108, 1.14
14170972, 1.14
14171836, 1.09
14172700, 1.03
14173564, 0.90
14174420, 0.78
14175276, 0.63
14176136, 0.44
14176996, 0.32
14177860, 0.27
14178724, 0.26
14179588, 0.27
14180444, 0.33
14181304, 0.41
14182168, 0.54
14183032, 0.66
14183892, 0.84
14184748, 1.01
14185612, 1.10
14186468, 1.14
14187332, 1.14
14188196, 1.11
14189068, 1.05
14189924, 0.94
14190780, 0.82
14191640, 0.68
14192500, 0.49
14193364, 0.36
14194224, 0.28
14195084, 0.25
14195948, 0.26
14196804, 0.31
14197660, 0.38
14198528, 0.50
14199388, 0.63
14200252, 0.78
14201116, 0.97
14201972, 1.08
14202832, 1.13
14203700, 1.14
14204564, 1.12
14205436, 1.07
14206300, 0.98
14207164, 0.86
14208024, 0.72
14208880, 0.55
14209744, 0.39
14210608, 0.30
14211468, 0.26
14212332, 0.26
14213188, 0.29
14214044, 0.35
14214908, 0.46
14215772, 0.59
14216636, 0.73
14217500, 0.92
14218356, 1.05
14219212, 1.12
14220084, 1.14
14220948, 1.13
14221820, 1.09
14222676, 1.02
14223540, 0.89
14224404, 0.76
14225260, 0.61
14226124, 0.43
14226988, 0.31
14227852, 0.26
14228716, 0.25
14229572, 0.28
14230432, 0.33
14231296, 0.42
14232160, 0.55
14233020, 0.68
14233884, 0.86
14234740, 1.02
14235596, 1.11
14236468, 1.14
14237332, 1.14
14238196, 1.10
14239060, 1.04
14239916, 0.93
14240784, 0.80
14241640, 0.66
14242504, 0.47
14243368, 0.34
14244228, 0.27
14245092, 0.26
14245948, 0.27
14246808, 0.32
14247668, 0.39
14248532, 0.51
14249396, 0.65
14250260, 0.81
14251116, 0.98
14251976, 1.09
14252840, 1.13
14253708, 1.14
14254572, 1.12
14255436, 1.06
14256292, 0.97
14257148, 0.84
14258012, 0.70
14258876, 0.52
14259740, 0.37
14260604, 0.29
14261460, 0.25
14262316, 0.26
14263176, 0.30
14264040, 0.36
14264900, 0.47
14265764, 0.60
14266620, 0.75
14267476, 0.94
14268336, 1.06
14269196, 1.12
14270068, 1.14
14270932, 1.13
14271804, 1.08
14272668, 1.01
14273524, 0.88
14274388, 0.75
14275252, 0.59
14276116, 0.41
14276980, 0.31
14277844, 0.26
14278700, 0.26
14279560, 0.28
14280424, 0.34
14281284, 0.44
14282148, 0.57
14283012, 0.70
14283868, 0.88
14284728, 1.03
14285592, 1.11
14286460, 1.14
14287324, 1.14
14288188, 1.09
14289044, 1.04
14289900, 0.92
14290764, 0.79
14291628, 0.64
14292492, 0.45
14293356, 0.33
14294220, 0.27
14295080, 0.25
14295936, 0.27
14296800, 0.33
14297664, 0.40
14298524, 0.53
14299388, 0.66
14300244, 0.83
14301104, 1.00
14301972, 1.09
14302836, 1.14
14303700, 1.14
14304564, 1.11
14305444, 1.05
14306300, 0.95
14307164, 0.83
14308028, 0.69
14308892, 0.50
14309756, 0.36
14310620, 0.28
14311476, 0.25
14312336, 0.26
14313200, 0.31
14314064, 0.37
14314924, 0.49
14315788, 0.63
14316648, 0.77
14317504, 0.96
14318368, 1.08
14319232, 1.13
14320108, 1.14
14320972, 1.12
14321844, 1.07
14322708, 0.99
14323568, 0.86
14324432, 0.73
14325296, 0.55
14326156, 0.39
14327020, 0.30
14327880, 0.26
14328736, 0.25
14329600, 0.29
14330464, 0.35
14331324, 0.46
14332188, 0.59
14333048, 0.73
14333904, 0.92
14334772, 1.05
14335636, 1.12
14336508, 1.14
14337372, 1.13
14338244, 1.09
14339100, 1.02
14339956, 0.89
14340820, 0.77
14341680, 0.61
14342540, 0.43
14343404, 0.32
14344260, 0.26
14345116, 0.25
14345980, 0.28
14346844, 0.34
14347700, 0.42
14348564, 0.55
14349420, 0.68
14350280, 0.86
14351140, 1.02
14352004, 1.11
14352876, 1.14
14353740, 1.14
14354604, 1.10
14355464, 1.04
14356324, 0.93
14357188, 0.81
14358052, 0.66
14358916, 0.47
14359780, 0.34
14360636, 0.27
14361496, 0.25
14362360, 0.27
14363224, 0.32
14364084, 0.39
14364940, 0.51
14365796, 0.64
14366656, 0.80
14367520, 0.98
14368380, 1.09
14369244, 1.14
14370108, 1.14
14370972, 1.12
14371836, 1.06
14372700, 0.97
14373564, 0.84
14374428, 0.71
14375292, 0.52
14376156, 0.38
14377012, 0.29
14377868, 0.25
14378732, 0.26
14379596, 0.30
14380460, 0.36
14381324, 0.48
14382180, 0.61
14383040, 0.75
14383904, 0.94
14384768, 1.06
14385628, 1.13
14386500, 1.14
14387364, 1.13
14388220, 1.08
14389080, 1.01
14389944, 0.88
14390808, 0.75
14391668, 0.59
14392532, 0.41
14393388, 0.31
14394248, 0.26
14395112, 0.25
14395976, 0.28
14396836, 0.34
14397700, 0.43
14398556, 0.56
14399416, 0.70
14400280, 0.88
14401140, 1.03
14402004, 1.11
14402876, 1.15
14403740, 1.14
14404596, 1.09
14405456, 1.04
14406320, 0.92
14407184, 0.79
14408044, 0.64
14408900, 0.45
14409756, 0.34
14410616, 0.27
14411476, 0.25
14412340, 0.27
14413204, 0.33
14414068, 0.40
14414924, 0.53
14415780, 0.65
14416644, 0.82
14417508, 1.00
14418372, 1.09
14419228, 1.15
14420084, 1.14
14420940, 1.11
14421804, 1.06
14422664, 0.96
14423524, 0.83
14424388, 0.70
14425244, 0.51
14426100, 0.37
14426964, 0.29
14427824, 0.25
14428688, 0.26
14429548, 0.30
14430404, 0.37
14431260, 0.48
14432116, 0.61
14432980, 0.76
14433844, 0.95
14434700, 1.07
14435556, 1.13
14436420, 1.14
14437276, 1.13
14438140, 1.08
14439004, 1.01
14439860, 0.87
14440716, 0.75
14441572, 0.58
14442428, 0.41
14443292, 0.31
14444156, 0.26
14445012, 0.26
14445868, 0.28
14446724, 0.34
14447580, 0.43
14448444, 0.57
14449304, 0.70
14450164, 0.88
14451020, 1.03
14451884, 1.11
14452752, 1.14
14453612, 1.14
14454476, 1.09
14455336, 1.04
14456196, 0.92
14457060, 0.79
14457916, 0.65
14458776, 0.45
14459640, 0.34
14460500, 0.27
14461364, 0.25
14462228, 0.27
14463084, 0.32
14463944, 0.40
14464804, 0.52
14465668, 0.65
14466524, 0.81
14467388, 0.99
14468244, 1.09
14469100, 1.14
14469964, 1.14
14470828, 1.11
14471692, 1.06
14472548, 0.96
14473404, 0.84
14474264, 0.70
14475120, 0.52
14475984, 0.37
14476848, 0.28
14477708, 0.25
14478564, 0.26
14479420, 0.30
14480276, 0.36
14481140, 0.48
14482004, 0.61
14482860, 0.75
14483724, 0.95
14484580, 1.06
14485436, 1.13
14486300, 1.14
14487164, 1.13
14488036, 1.08
14488892, 1.00
14489748, 0.87
14490604, 0.75
14491468, 0.58
14492332, 0.41
14493192, 0.31
14494060, 0.26
14494924, 0.25
14495780, 0.29
14496640, 0.34
14497500, 0.44
14498364, 0.57
14499220, 0.70
14500076, 0.88
14500932, 1.03
14501788, 1.11
14502652, 1.14
14503516, 1.14
14504380, 1.10
14505244, 1.04
14506100, 0.91
14506956, 0.79
14507820, 0.64
14508684, 0.45
14509548, 0.33
14510412, 0.27
14511268, 0.25
14512124, 0.27
14512988, 0.32
14513852, 0.40
14514716, 0.53
14515580, 0.65
14516444, 0.83
14517300, 0.99
14518156, 1.09
14519020, 1.14
14519884, 1.14
14520748, 1.11
14521620, 1.06
14522476, 0.95
14523332, 0.83
14524196, 0.69
14525060, 0.50
14525916, 0.37
14526780, 0.28
14527636, 0.26
14528496, 0.26
14529356, 0.30
14530220, 0.37
14531084, 0.48
14531940, 0.62
14532804, 0.76
14533660, 0.95
14534516, 1.07
14535380, 1.13
14536244, 1.14
14537108, 1.13
14537980, 1.07
14538836, 1.00
14539696, 0.87
14540560, 0.74
14541424, 0.57
14542284, 0.40
14543140, 0.30
14544004, 0.26
14544860, 0.26
14545720, 0.29
14546584, 0.35
14547444, 0.45
14548300, 0.58
14549164, 0.71
14550028, 0.89
14550884, 1.04
14551744, 1.11
14552612, 1.14
14553476, 1.14
14554340, 1.09
14555196, 1.03
14556052, 0.91
14556916, 0.78
14557780, 0.63
14558644, 0.44
14559508, 0.33
14560368, 0.27
14561224, 0.26
14562084, 0.27
14562948, 0.33
14563812, 0.41
14564676, 0.54
14565540, 0.67
14566396, 0.84
14567260, 1.01
14568124, 1.10
14568988, 1.14
14569852, 1.14
14570716, 1.11
14571580, 1.05
14572436, 0.95
14573300, 0.82
14574164, 0.68
14575020, 0.49
14575884, 0.36
14576744, 0.28
14577600, 0.25
14578464, 0.26
14579324, 0.31
14580188, 0.38
14581044, 0.50
14581908, 0.63
14582764, 0.78
14583628, 0.96
14584492, 1.08
14585352, 1.13
14586228, 1.14
14587092, 1.12
14587956, 1.07
14588812, 0.99
14589676, 0.86
14590540, 0.72
14591404, 0.55
14592268, 0.39
14593124, 0.30
14593980, 0.26
14594840, 0.25
14595704, 0.29
14596564, 0.36
14597428, 0.46
14598292, 0.59
14599148, 0.73
14600012, 0.92
14600872, 1.05
14601732, 1.12
14602604, 1.14
14603468, 1.13
14604332, 1.09
14605188, 1.02
14606052, 0.89
14606916, 0.77
14607772, 0.61
14608636, 0.43
14609492, 0.32
14610348, 0.26
14611212, 0.26
14612076, 0.28
14612932, 0.34
14613796, 0.42
14614660, 0.55
14615516, 0.68
14616380, 0.86
14617244, 1.02
14618108, 1.11
14618980, 1.14
14619844, 1.14
14620700, 1.10
14621556, 1.04
14622420, 0.93
14623284, 0.81
14624148, 0.66
14625012, 0.47
14625868, 0.35
14626724, 0.27
14627588, 0.25
14628452, 0.26
14629316, 0.32
14630180, 0.39
14631044, 0.51
14631900, 0.64
14632764, 0.80
14633628, 0.98
14634484, 1.09
14635340, 1.13
14636220, 1.14
14637080, 1.12
14637940, 1.06
14638804, 0.97
14639668, 0.84
14640532, 0.71
14641396, 0.53
14642252, 0.38
14643108, 0.29
14643976, 0.25
14644836, 0.26
14645700, 0.30
14646564, 0.36
14647428, 0.47
14648284, 0.61
14649148, 0.75
14650012, 0.94
14650868, 1.06
14651732, 1.12
14652604, 1.14
14653468, 1.13
14654332, 1.08
14655196, 1.01
14656060, 0.87
14656916, 0.75
14657780, 0.58
14658636, 0.41
14659492, 0.31
14660356, 0.26
14661220, 0.26
14662084, 0.28
14662940, 0.34
14663800, 0.43
14664656, 0.56
14665520, 0.69
14666384, 0.88
14667244, 1.03
14668108, 1.11
14668988, 1.14
14669848, 1.14
14670708, 1.09
14671572, 1.04
14672436, 0.92
14673292, 0.79
14674156, 0.64
14675012, 0.45
14675872, 0.34
14676736, 0.27
14677600, 0.25
14678460, 0.27
14679324, 0.33
14680184, 0.40
14681040, 0.53
14681904, 0.65
14682768, 0.83
14683628, 1.00
14684492, 1.09
14685348, 1.14
14686216, 1.14
14687076, 1.11
14687948, 1.05
14688812, 0.95
14689668, 0.83
14690532, 0.69
14691388, 0.50
14692248, 0.37
14693112, 0.28
14693976, 0.25
14694836, 0.26
14695700, 0.31
14696560, 0.37
14697416, 0.49
14698280, 0.62
14699144, 0.77
14700004, 0.96
14700868, 1.07
14701724, 1.13
14702588, 1.14
14703452, 1.12
14704324, 1.07
14705188, 0.99
14706052, 0.86
14706916, 0.73
14707776, 0.56
14708632, 0.40
14709496, 0.30
14710360, 0.26
14711220, 0.26
14712084, 0.29
14712940, 0.35
14713800, 0.45
14714664, 0.58
14715528, 0.72
14716388, 0.91
14717252, 1.05
14718116, 1.12
14718984, 1.14
14719844, 1.14
14720716, 1.09
14721576, 1.03
14722436, 0.90
14723292, 0.77
14724148, 0.62
14725008, 0.43
14725872, 0.32
14726732, 0.26
14727596, 0.26
14728460, 0.27
14729316, 0.33
14730176, 0.41
14731040, 0.54
14731904, 0.67
14732764, 0.85
14733628, 1.01
14734492, 1.10
14735348, 1.14
14736220, 1.14
14737084, 1.10
14737948, 1.05
14738804, 0.94
14739668, 0.81
14740528, 0.67
14741384, 0.48
14742248, 0.35
14743112, 0.28
14743972, 0.25
14744836, 0.26
14745692, 0.31
14746548, 0.38
14747412, 0.50
14748272, 0.63
14749132, 0.79
14749988, 0.98
14750844, 1.08
14751700, 1.13
14752564, 1.14
14753428, 1.12
14754300, 1.07
14755156, 0.98
14756012, 0.86
14756876, 0.72
14757732, 0.54
14758596, 0.39
14759456, 0.29
14760316, 0.25
14761172, 0.26
14762028, 0.29
14762884, 0.35
14763748, 0.46
14764612, 0.59
14765468, 0.73
14766332, 0.92
14767188, 1.05
14768044, 1.12
14768908, 1.14
14769772, 1.13
14770644, 1.09
14771500, 1.02
14772356, 0.89
14773212, 0.77
14774076, 0.61
14774940, 0.43
14775804, 0.32
14776668, 0.26
14777524, 0.25
14778388, 0.27
14779244, 0.33
14780108, 0.42
14780972, 0.55
14781836, 0.68
14782700, 0.86
14783556, 1.02
14784416, 1.11
14785284, 1.14
14786148, 1.14
14787012, 1.10
14787876, 1.05
14788732, 0.93
14789588, 0.81
14790452, 0.66
14791316, 0.47
14792180, 0.34
14793044, 0.27
14793908, 0.25
14794772, 0.26
14795628, 0.31
14796492, 0.38
14797356, 0.51
14798220, 0.64
14799084, 0.80
14799940, 0.98
14800800, 1.09
14801660, 1.14
14802524, 1.14
14803388, 1.12
14804260, 1.07
14805116, 0.97
14805976, 0.85
14806836, 0.71
14807700, 0.53
14808564, 0.37
14809428, 0.28
14810284, 0.24
14811148, 0.25
14812008, 0.29
14812868, 0.35
14813732, 0.47
14814596, 0.60
14815452, 0.75
14816312, 0.94
14817168, 1.07
14818032, 1.13
14818900, 1.15
14819764, 1.14
14820628, 1.09
14821484, 1.02
14822340, 0.88
14823204, 0.76
14824068, 0.59
14824924, 0.41
14825788, 0.30
14826644, 0.25
14827504, 0.24
14828368, 0.26
14829232, 0.33
14830092, 0.42
14830956, 0.55
14831820, 0.69
14832676, 0.88
14833532, 1.04
14834396, 1.12
14835268, 1.16
14836132, 1.15
14836996, 1.11
14837860, 1.06
14838716, 0.93
14839580, 0.80
14840444, 0.65
14841308, 0.44
14842172, 0.32
14843036, 0.25
14843892, 0.23
14844760, 0.25
14845624, 0.30
14846488, 0.38
14847348, 0.52
14848212, 0.65
14849068, 0.83
14849924, 1.01
14850784, 1.11
14851652, 1.16
14852516, 1.17
14853380, 1.14
14854236, 1.08
14855092, 0.98
14855956, 0.85
14856820, 0.70
14857676, 0.50
14858540, 0.35
14859404, 0.26
14860260, 0.22
14861124, 0.22
14861988, 0.27
14862852, 0.34
14863716, 0.46
14864580, 0.61
14865436, 0.77
14866292, 0.97
14867156, 1.09
14868020, 1.16
14868884, 1.18
14869748, 1.16
14870604, 1.10
14871460, 1.03
14872324, 0.88
14873188, 0.74
14874052, 0.56
14874916, 0.38
14875772, 0.27
14876632, 0.22
14877496, 0.22
14878360, 0.25
14879220, 0.31
14880084, 0.42
14880940, 0.56
14881804, 0.71
14882660, 0.91
14883524, 1.07
14884384, 1.15
14885252, 1.19
14886116, 1.18
14886972, 1.14
14887828, 1.07
14888692, 0.93
14889556, 0.79
14890420, 0.62
14891284, 0.42
14892140, 0.29
14893000, 0.22
14893864, 0.21
14894728, 0.22
14895588, 0.28
14896444, 0.37
14897308, 0.52
14898164, 0.66
14899028, 0.86
14899892, 1.04
14900752, 1.14
14901620, 1.19
14902484, 1.19
14903340, 1.16
14904204, 1.09
14905068, 0.97
14905932, 0.84
14906788, 0.68
14907652, 0.47
14908512, 0.32
14909368, 0.23
14910232, 0.21
14911096, 0.21
14911956, 0.26
14912820, 0.33
14913684, 0.47
14914540, 0.62
14915404, 0.79
14916268, 0.99
14917128, 1.11
14918004, 1.19
14918868, 1.19
14919724, 1.17
14920580, 1.11
14921444, 1.02
14922308, 0.87
14923172, 0.72
14924036, 0.53
14924892, 0.35
14925748, 0.25
14926612, 0.21
14927480, 0.20
14928340, 0.24
14929196, 0.31
14930060, 0.43
14930916, 0.57
14931780, 0.73
14932644, 0.94
14933500, 1.09
14934356, 1.17
14935228, 1.20
14936088, 1.19
14936948, 1.13
14937812, 1.06
14938676, 0.91
14939540, 0.77
14940404, 0.60
14941260, 0.39
14942120, 0.28
14942984, 0.21
14943848, 0.20
14944708, 0.22
14945572, 0.29
14946428, 0.39
14947288, 0.53
14948152, 0.68
14949016, 0.87
14949876, 1.05
14950740, 1.16
14951604, 1.20
14952464, 1.20
14953324, 1.15
14954188, 1.09
14955052, 0.96
14955908, 0.82
14956772, 0.66
14957632, 0.44
14958488, 0.31
14959352, 0.22
14960216, 0.20
14961076, 0.21
14961940, 0.27
14962796, 0.35
14963656, 0.48
14964516, 0.64
14965380, 0.81
14966244, 1.01
14967108, 1.12
14967980, 1.19
14968844, 1.20
14969700, 1.17
14970564, 1.10
14971428, 1.01
14972292, 0.86
14973156, 0.71
14974012, 0.51
14974872, 0.35
14975736, 0.24
14976604, 0.20
14977460, 0.20
14978320, 0.25
14979176, 0.32
14980036, 0.45
14980900, 0.59
14981764, 0.75
14982620, 0.96
14983476, 1.10
14984340, 1.17
14985196, 1.20
14986060, 1.19
14986924, 1.12
14987788, 1.05
14988644, 0.90
14989508, 0.76
14990364, 0.58
14991224, 0.39
14992088, 0.27
14992952, 0.21
14993812, 0.20
14994672, 0.23
14995528, 0.29
14996388, 0.39
14997252, 0.54
14998112, 0.69
14998972, 0.89
14999836, 1.06
15000692, 1.15
15001556, 1.20
15002420, 1.19
15003284, 1.15
15004148, 1.09
15005004, 0.95
15005868, 0.81
15006732, 0.64
15007588, 0.43
15008456, 0.30
15009320, 0.22
15010180, 0.20
15011040, 0.21
15011896, 0.27
15012756, 0.35
15013620, 0.50
15014484, 0.65
15015348, 0.83
15016212, 1.02
15017068, 1.14
15017932, 1.19
15018796, 1.20
15019660, 1.17
15020524, 1.11
15021404, 1.00
15022268, 0.85
15023128, 0.69
15023988, 0.49
15024852, 0.33
15025720, 0.23
15026580, 0.20
15027444, 0.20
15028304, 0.25
15029160, 0.32
15030028, 0.46
15030892, 0.61
15031756, 0.78
15032620, 0.99
15033484, 1.11
15034348, 1.19
15035212, 1.21
15036076, 1.19
15036940, 1.12
15037820, 1.03
15038684, 0.88
15039544, 0.73
15040404, 0.54
15041268, 0.36
15042132, 0.25
15042996, 0.20
15043860, 0.19
15044720, 0.23
15045576, 0.30
15046440, 0.42
15047304, 0.57
15048164, 0.73
15049028, 0.94
15049892, 1.09
15050748, 1.18
15051612, 1.21
15052484, 1.20
15053348, 1.14
15054212, 1.08
15055068, 0.92
15055928, 0.78
15056784, 0.60
15057648, 0.40
15058512, 0.27
15059372, 0.21
15060236, 0.19
15061096, 0.21
15061952, 0.28
15062816, 0.37
15063680, 0.52
15064540, 0.67
15065404, 0.87
15066268, 1.06
15067124, 1.16
15067988, 1.21
15068860, 1.21
15069724, 1.17
15070588, 1.10
15071452, 0.97
15072312, 0.82
15073168, 0.66
15074036, 0.44
15074896, 0.30
15075756, 0.22
15076620, 0.19
15077480, 0.20
15078336, 0.25
15079200, 0.33
15080064, 0.48
15080924, 0.63
15081788, 0.81
15082652, 1.02
15083508, 1.13
15084380, 1.20
15085244, 1.21
15086108, 1.19
15086972, 1.12
15087836, 1.02
15088696, 0.87
15089552, 0.71
15090416, 0.51
15091280, 0.34
15092140, 0.23
15093004, 0.19
15093864, 0.19
15094720, 0.23
15095584, 0.30
15096448, 0.43
15097308, 0.59
15098172, 0.75
15099036, 0.97
15099892, 1.10
15100764, 1.18
15101628, 1.21
15102492, 1.20
15103356, 1.14
15104228, 1.06
15105084, 0.90
15105940, 0.76
15106804, 0.57
15107668, 0.38
15108524, 0.26
15109388, 0.20
15110248, 0.19
15111104, 0.22
15111968, 0.28
15112832, 0.39
15113692, 0.54
15114556, 0.70
15115420, 0.90
15116276, 1.07
15117140, 1.17
15118004, 1.21
15118868, 1.21
15119740, 1.16
15120604, 1.09
15121460, 0.95
15122316, 0.80
15123180, 0.63
15124048, 0.42
15124908, 0.29
